mean_squared_0,mean_squared_1,r_squared,chi_squared_0,chi_squared_1,average_pull_0,average_pull_1,mean_squared_weighted_0,mean_squared_weighted_1,r_squared_weighted,chi_squared_weighted_0,chi_squared_weighted_1,average_pull_weighted_0,average_pull_weighted_1
10762.5478515625,103.7426986694336,-490.9864196777344,7008124141568.0,701022720.0,1331.1182861328125,26475.509765625,15.390707015991211,3.9230990409851074,-1153.6055908203125,9467494400.0,947033.5625,12.579325675964355,973.1078491210938
36.4034309387207,6.033525466918945,-0.664103627204895,10534492160.0,1053765.375,55.121681213378906,1026.4793701171875,0.01825028844177723,0.13509362936019897,-0.3691304922103882,1444113.375,144.45468139648438,0.11185304820537567,12.018328666687012
33.713348388671875,5.806319713592529,-0.5411323308944702,8994893824.0,899759.3125,57.14356231689453,948.5089721679688,0.006856222171336412,0.08280231058597565,0.48564857244491577,3557.9443359375,0.35590121150016785,0.001881535747088492,0.5965447425842285
29.46027374267578,5.427731990814209,-0.34671223163604736,6181493760.0,618334.875,32.749053955078125,786.3034057617188,0.02222234569489956,0.1490716189146042,-0.6671129465103149,2692056.75,269.2864685058594,0.1594497561454773,16.409130096435547
1127.8232421875,33.58308029174805,-50.55598449707031,699165638656.0,69937544.0,403.4734191894531,8362.44921875,0.46630558371543884,0.6828657388687134,-33.982086181640625,285251872.0,28533.748046875,1.4682811498641968,168.91090393066406
1552.9840087890625,39.40791702270508,-69.99127960205078,990952816640.0,99125024.0,398.2036437988281,9955.6572265625,0.2598316967487335,0.5097368955612183,-18.49248504638672,153599872.0,15364.5966796875,1.0797746181488037,123.94781494140625
16.830394744873047,4.102486610412598,0.2306351661682129,5565090.0,556.676025390625,1.0124679803848267,23.592803955078125,0.012444884516298771,0.11155664175748825,0.06638902425765991,4.478968620300293,0.00044803129276260734,0.0017661951715126634,0.021165691316127777
15.883511543273926,3.985412359237671,0.27391988039016724,5501.6044921875,0.5503255724906921,0.6418390274047852,0.7418022155761719,0.014881827868521214,0.1219910979270935,-0.11642968654632568,5.0798163414001465,0.0005081340787000954,0.0018802970880642533,0.022540701553225517
16.700559616088867,4.086631774902344,0.2365702986717224,5925.6083984375,0.592738687992096,0.6681671738624573,0.7698567509651184,0.011529607698321342,0.10737600922584534,0.13505274057388306,4.032236576080322,0.0004033446602988988,0.001675875042565167,0.020082438364624977
16.741540908813477,4.0916428565979,0.23469692468643188,5875.6005859375,0.5877363681793213,0.6644827127456665,0.7666013240814209,0.01566983014345169,0.12517918646335602,-0.175545334815979,5.406973838806152,0.000540859648026526,0.0019288896583020687,0.023255227133631706
17.159875869750977,4.1424479484558105,0.21557366847991943,1008261.9375,100.85645294189453,0.7913627624511719,10.042229652404785,0.013874633237719536,0.11779063194990158,-0.0408703088760376,5.045011520385742,0.0005046525620855391,0.0018747022841125727,0.022463349625468254
17.40587615966797,4.172035217285156,0.20432829856872559,3875404.25,387.65673828125,0.8742148280143738,19.68801498413086,0.008445844054222107,0.0919012725353241,0.36639565229415894,2.9093306064605713,0.0002910203766077757,0.001428654184564948,0.017058465629816055
16.50604248046875,4.06276273727417,0.24546223878860474,5895.51171875,0.5897281169891357,0.6652945876121521,0.7678991556167603,0.01411523763090372,0.11880756914615631,-0.05892038345336914,4.975934028625488,0.0004977427306585014,0.0018670352874323726,0.022309033200144768
16.724151611328125,4.089517116546631,0.23549187183380127,7217953.0,722.0119018554688,1.09895920753479,26.868934631347656,0.009314268827438354,0.09651046246290207,0.3012467622756958,3.3597469329833984,0.00033607552177272737,0.0015287479618564248,0.01833144575357437
13.673956871032715,3.697831392288208,0.37492483854293823,1823.8992919921875,0.18244466185569763,0.3627941906452179,0.4271140694618225,0.01037132553756237,0.10183970630168915,0.22194665670394897,1.3695425987243652,0.00013699536793865263,0.0007925461395643651,0.0117039168253541
13.617844581604004,3.6902363300323486,0.37748992443084717,1788.747802734375,0.1789284646511078,0.35768893361091614,0.4229782223701477,0.0029358298052102327,0.054183296859264374,0.7797550559043884,0.3815940022468567,3.817085234913975e-05,0.00041204458102583885,0.006177947390824556
14.668246269226074,3.8299145698547363,0.3294731378555298,1917.425537109375,0.1918000876903534,0.3730069696903229,0.4379279613494873,0.004725964739918709,0.06874565035104752,0.6454595327377319,0.6214362382888794,6.216227484401315e-05,0.0005114249070174992,0.007883911021053791
14.668246269226074,3.8299145698547363,0.329473078250885,1917.425537109375,0.1918001025915146,0.3730069696903229,0.4379279613494873,0.004725965671241283,0.06874565780162811,0.6454596519470215,0.6214364767074585,6.2162296671886e-05,0.000511425081640482,0.00788391288369894
14.668246269226074,3.8299145698547363,0.329473078250885,1917.425537109375,0.1918001025915146,0.3730069696903229,0.4379279613494873,0.004725965671241283,0.06874565780162811,0.6454596519470215,0.6214364767074585,6.2162296671886e-05,0.000511425081640482,0.00788391288369894
14.668246269226074,3.8299145698547363,0.3294731378555298,1917.425537109375,0.1918000876903534,0.3730069696903229,0.4379279613494873,0.004725964739918709,0.06874565035104752,0.6454595327377319,0.6214362382888794,6.216227484401315e-05,0.0005114249070174992,0.007883911021053791
14.668246269226074,3.8299145698547363,0.3294731378555298,1917.425537109375,0.1918000876903534,0.3730069696903229,0.4379279613494873,0.004725964739918709,0.06874565035104752,0.6454595327377319,0.6214362382888794,6.216227484401315e-05,0.0005114249070174992,0.007883911021053791
