mean_squared_0,mean_squared_1,r_squared,chi_squared_0,chi_squared_1,average_pull_0,average_pull_1,mean_squared_weighted_0,mean_squared_weighted_1,r_squared_weighted,chi_squared_weighted_0,chi_squared_weighted_1,average_pull_weighted_0,average_pull_weighted_1
0.5657677054405212,0.7521753311157227,0.9741371870040894,586.117431640625,0.05862933397293091,0.10490008443593979,0.2421228438615799,0.00048775921459309757,0.022085271775722504,0.9634084701538086,0.5038548111915588,5.0400602049194276e-05,0.0004688299086410552,0.00709898304194212
