mean_squared_0,mean_squared_1,r_squared,chi_squared_0,chi_squared_1,average_pull_0,average_pull_1,mean_squared_weighted_0,mean_squared_weighted_1,r_squared_weighted,chi_squared_weighted_0,chi_squared_weighted_1,average_pull_weighted_0,average_pull_weighted_1,accurcay
0.7946725487709045,0.8914440870285034,-773.5443725585938,15.104241371154785,0.030269021168351173,0.17369893193244934,0.17380587756633759,0.0005974093219265342,0.024441957473754883,-7.668378829956055,0.011354883201420307,2.275527731399052e-05,0.000170956423971802,0.004765476565808058,1.0
0.7945877909660339,0.8913965225219727,-773.4617309570312,15.54305362701416,0.031148403882980347,0.17620398104190826,0.17631252110004425,0.0005972472717985511,0.0244386438280344,-7.666027069091797,0.011682847514748573,2.3412520022247918e-05,0.00017340737394988537,0.0048338077031075954,1.0
0.7945202589035034,0.8913586735725403,-773.3959350585938,15.982864379882812,0.03202978894114494,0.1786794811487198,0.17878961563110352,0.0005971038481220603,0.024435708299279213,-7.663946151733398,0.01201156247407198,2.407126703474205e-05,0.00017582968575879931,0.004901339299976826,1.0
0.7944451570510864,0.8913165330886841,-773.3226928710938,16.421371459960938,0.03290855884552002,0.18111394345760345,0.18122567236423492,0.0005969402845948935,0.024432361125946045,-7.66157341003418,0.01233889814466238,2.4727251002332196e-05,0.0001782090257620439,0.00496767507866025,1.0
0.7943912148475647,0.8912862539291382,-773.2701416015625,16.85737419128418,0.033782314509153366,0.18350248038768768,0.1836157590150833,0.0005968075129203498,0.024429643526673317,-7.659646987915039,0.012664549984037876,2.537985892558936e-05,0.00018054501560982317,0.00503280246630311,1.0
0.7943179607391357,0.8912451863288879,-773.19873046875,17.288148880004883,0.03464558720588684,0.18583224713802338,0.18594703078269958,0.0005966541939415038,0.024426506832242012,-7.657422065734863,0.012986043468117714,2.6024135877378285e-05,0.00018282185192219913,0.0050962818786501884,1.0
0.7942659258842468,0.891215980052948,-773.1480102539062,17.712791442871094,0.03549657762050629,0.18810062110424042,0.18821685016155243,0.0005965437740087509,0.024424245581030846,-7.655819892883301,0.0133034223690629,2.6660165531211533e-05,0.0001850421540439129,0.005158182233572006,1.0
0.7942321300506592,0.8911970257759094,-773.1150512695312,18.129547119140625,0.03633175790309906,0.1903005689382553,0.19041819870471954,0.0005964667652733624,0.024422669783234596,-7.654703140258789,0.013615253381431103,2.7285077521810308e-05,0.00018719812214840204,0.0052182856015861034,1.0
0.7941935658454895,0.891175389289856,-773.0774536132812,18.536314010620117,0.0371469222009182,0.19242353737354279,0.19254253804683685,0.0005963784060440958,0.024420859292149544,-7.653420448303223,0.013919349759817123,2.7894488084712066e-05,0.00018927686323877424,0.005276239011436701,1.0
0.794161319732666,0.8911572694778442,-773.0460815429688,18.931886672973633,0.03793965280056,0.19446584582328796,0.1945861577987671,0.0005963068688288331,0.024419395253062248,-7.652381896972656,0.014215266332030296,2.8487507734098472e-05,0.00019127804262097925,0.0053320289589464664,1.0
0.6716432571411133,0.819538414478302,-26.370946884155273,12.765055656433105,0.025581274181604385,0.15684384107589722,0.15978144109249115,0.020343296229839325,0.14262992143630981,-0.8736227750778198,0.38696613907814026,0.0007754832622595131,0.008061610162258148,0.027819637209177017,1.0
0.671659529209137,0.8195483684539795,-26.371612548828125,13.136358261108398,0.026325367391109467,0.1591084748506546,0.16208860278129578,0.02034047245979309,0.1426200270652771,-0.8733628988265991,0.3981802463531494,0.0007979564252309501,0.008177476935088634,0.028219860047101974,1.0
0.6716600656509399,0.8195486664772034,-26.371633529663086,13.507766723632812,0.02706967294216156,0.1613418608903885,0.1643640249967575,0.020337358117103577,0.142609104514122,-0.8730759620666504,0.40939512848854065,0.0008204311016015708,0.008291753008961678,0.028614511713385582,1.0
0.816524863243103,0.9036176800727844,-27692476.0,15.523069381713867,0.031108355149626732,0.1761876493692398,0.17619915306568146,3.273740003351122e-05,0.0057216607965528965,-24529276.0,0.0006223752861842513,1.2472451089706738e-06,7.063923476380296e-06,0.0011156839318573475,1.0
0.8162314295768738,0.9034552574157715,-27682524.0,15.973386764526367,0.032010793685913086,0.17872577905654907,0.178736612200737,3.272560934419744e-05,0.0057206302881240845,-24520440.0,0.0006404296727851033,1.2834261724492535e-06,7.165680472098757e-06,0.0011317505268380046,1.0
0.8159895539283752,0.903321385383606,-27674320.0,16.424875259399414,0.03291558101773262,0.1812347024679184,0.18124499917030334,3.271588502684608e-05,0.0057197799906134605,-24513156.0,0.0006585308583453298,1.3197011412557913e-06,7.266269676620141e-06,0.0011476330691948533,1.0
0.8157840371131897,0.9032076597213745,-27667352.0,16.87514877319336,0.03381793200969696,0.18370269238948822,0.18371254205703735,3.2707623176975176e-05,0.005719057749956846,-24506964.0,0.0006765834987163544,1.3558787941292394e-06,7.365217243204825e-06,0.0011632570531219244,1.0
0.8156136274337769,0.9031133055686951,-27661572.0,17.32183837890625,0.034713104367256165,0.1861186921596527,0.18612810969352722,3.270077650086023e-05,0.005718459375202656,-24501836.0,0.0006944924825802445,1.3917684782427386e-06,7.462078883690992e-06,0.0011785520473495126,1.0
0.8165283799171448,0.9036195874214172,-27692596.0,15.523168563842773,0.0311085544526577,0.17618852853775024,0.17619970440864563,3.273752372479066e-05,0.005721671506762505,-24529368.0,0.0006223789532668889,1.247252384928288e-06,7.063954399200156e-06,0.0011156871914863586,1.0
0.8165541887283325,0.9036338925361633,-71159616.0,15.523685455322266,0.031109590083360672,0.17619197070598602,0.17620263993740082,3.2731317332945764e-05,0.005721129011362791,-66442596.0,0.0006222620140761137,1.2470180763557437e-06,7.062556960590882e-06,0.0011155824176967144,1.0
0.8162958025932312,0.9034909009933472,-71137096.0,15.974699974060059,0.0320134274661541,0.17873387038707733,0.17874395847320557,3.2720945455366746e-05,0.005720222368836403,-66421544.0,0.0006403404986485839,1.2832474567403551e-06,7.1644458330411e-06,0.0011316717136651278,1.0
0.8160639405250549,0.9033625721931458,-71116896.0,16.426366806030273,0.032918572425842285,0.18124356865882874,0.18125323951244354,3.271164314355701e-05,0.005719409324228764,-66402660.0,0.0006584451766684651,1.319529360443994e-06,7.2650450420042034e-06,0.0011475584469735622,1.0
0.8158653974533081,0.9032526612281799,-71099592.0,16.87668800354004,0.03382101655006409,0.1837116777896881,0.1837209165096283,3.2703672331990674e-05,0.005718712694942951,-66386476.0,0.0006764958961866796,1.3557031479649595e-06,7.3639762376842555e-06,0.0011631817324087024,1.0
0.30895236134529114,0.5558348298072815,-9.892931938171387,8.345965385437012,0.016725381836295128,0.10104683041572571,0.12919725477695465,0.0038560896646231413,0.062097419053316116,0.7110458612442017,0.10411082953214645,0.0002086389431497082,0.003954637795686722,0.014429887756705284,0.808
0.25259649753570557,0.502589762210846,-7.905957221984863,7.632732391357422,0.015296056866645813,0.09908554702997208,0.12355349212884903,0.003109351731836796,0.055761560797691345,0.767002284526825,0.09395558387041092,0.0001882877404568717,0.0036724635865539312,0.013708068989217281,0.89
0.27351921796798706,0.5229906439781189,-8.643643379211426,8.483968734741211,0.017001941800117493,0.10622687637805939,0.13026103377342224,0.0027222242206335068,0.05217493698000908,0.7960114479064941,0.08443745225667953,0.0001692133373580873,0.0034771866630762815,0.012995188124477863,0.936
0.26559165120124817,0.5153558254241943,-8.3641357421875,8.285584449768066,0.016604376956820488,0.10629992932081223,0.12872906029224396,0.00235846103169024,0.048563990741968155,0.8232698440551758,0.07357621937990189,0.00014744733925908804,0.003214653115719557,0.01213064044713974,0.96
0.25920435786247253,0.5091211795806885,-8.138934135437012,16.984996795654297,0.03403807058930397,0.1319151222705841,0.18430951237678528,0.009435439482331276,0.09713619202375412,0.2929600477218628,7.276382923126221,0.01458192989230156,0.024755386635661125,0.12063484638929367,0.934
0.2443949282169342,0.4943631589412689,-7.616788864135742,22.306955337524414,0.04470331594347954,0.13895651698112488,0.21122005581855774,0.009464886039495468,0.09728764742612839,0.29075348377227783,11.603531837463379,0.02325357124209404,0.031138235703110695,0.1523386389017105,0.952
0.2612788677215576,0.5111544728279114,-8.212077140808105,26.251562118530273,0.052608340978622437,0.14616431295871735,0.22913560271263123,0.008409487083554268,0.09170325845479965,0.36983925104141235,14.126168251037598,0.02830895408987999,0.03354579582810402,0.1680843085050583,0.94
0.2807874381542206,0.5298938155174255,-8.899903297424316,34.02300262451172,0.06818237155675888,0.15926578640937805,0.2608563005924225,0.008269909769296646,0.09093904495239258,0.380298376083374,19.882646560668945,0.03984498232603073,0.040213897824287415,0.19941237568855286,0.938
0.26690971851348877,0.5166330337524414,-8.410608291625977,37.19215393066406,0.0745333731174469,0.16112686693668365,0.2727348804473877,0.007838656194508076,0.08853618800640106,0.4126141667366028,22.730472564697266,0.045552048832178116,0.043644364923238754,0.21321572363376617,0.942
0.2803260087966919,0.529458224773407,-8.883634567260742,44.889808654785156,0.0899595394730568,0.1715371161699295,0.2996324598789215,0.007385623175650835,0.08593964576721191,0.4465619921684265,28.427623748779297,0.056969184428453445,0.049854129552841187,0.23844337463378906,0.92
0.6417729258537292,0.8011072874069214,-21.233688354492188,12.2006254196167,0.02445015124976635,0.152679905295372,0.15620899200439453,0.019893014803528786,0.14104260504245758,-0.45191407203674316,0.3781280517578125,0.0007577716605737805,0.008602932095527649,0.027500111609697342,1.0
0.6416696906089783,0.8010428547859192,-21.23011016845703,12.549640655517578,0.025149580091238022,0.15484744310379028,0.15842752158641815,0.019881881773471832,0.14100313186645508,-0.45110154151916504,0.38884833455085754,0.0007792551768943667,0.008723963052034378,0.027887213975191116,1.0
0.6416215300559998,0.8010128140449524,-21.228443145751953,12.903581619262695,0.025858880952000618,0.15700526535511017,0.16064608097076416,0.019794706255197525,0.14069366455078125,-0.4447389841079712,0.39819544553756714,0.0007979868678376079,0.008827434852719307,0.028220398351550102,1.0
0.6416590213775635,0.8010362386703491,-21.229740142822266,13.25815200805664,0.026569442823529243,0.15914832055568695,0.16283828020095825,0.019796783104538918,0.1407010406255722,-0.44489049911499023,0.40916162729263306,0.0008199631702154875,0.008948157541453838,0.028606349602341652,1.0
0.08479493856430054,0.29119569063186646,-1.9376497268676758,2.537891149520874,0.00508595397695899,0.0531783290207386,0.07124452292919159,0.001533277565613389,0.039157088845968246,0.888092041015625,0.04587622731924057,9.193633013637736e-05,0.0026914908085018396,0.009578750468790531,0.876
0.6455511450767517,0.8034619688987732,-21.76061248779297,12.27226734161377,0.024593722075223923,0.15321260690689087,0.15666694939136505,0.018337063491344452,0.13541440665721893,-0.37407875061035156,0.3485381305217743,0.0006984731880947948,0.007988239638507366,0.026402201503515244,1.0
0.6456085443496704,0.8034976720809937,-21.76263427734375,12.630975723266602,0.025312576442956924,0.1554349809885025,0.15894009172916412,0.018332891166210175,0.1353990137577057,-0.3737661838531494,0.3585743308067322,0.0007185858557932079,0.008102207444608212,0.02677963115274906,1.0
0.6456169486045837,0.8035029172897339,-21.76293182373047,12.987483978271484,0.026027021929621696,0.15761390328407288,0.16116751730442047,0.01833162270486355,0.13539431989192963,-0.37367117404937744,0.3687199652194977,0.000738917791750282,0.008216053247451782,0.02715584635734558,1.0
0.6665744781494141,0.8164401054382324,-24.069515228271484,12.673395156860352,0.025397585704922676,0.1560279279947281,0.15920674800872803,0.015060779638588428,0.12272236496210098,-0.15909349918365479,0.28628775477409363,0.0005737229366786778,0.006691101472824812,0.023928549140691757,1.0
0.2180418223142624,0.4669494926929474,-6.687641143798828,5.864773750305176,0.011753053404390812,0.09911303967237473,0.10830304026603699,0.0010237206006422639,0.031995635479688644,0.9232879877090454,0.027524985373020172,5.5160289775813e-05,0.0018734806217253208,0.007419566623866558,1.0
