mean_squared_0,mean_squared_1,r_squared,chi_squared_0,chi_squared_1,average_pull_0,average_pull_1
15.397690773010254,3.9239890575408936,0.29612821340560913,1966.90185546875,0.19674921035766602,0.38170233368873596,0.4435420334339142
14.946915626525879,3.866124153137207,0.3167343735694885,1928.255859375,0.1928834468126297,0.37850192189216614,0.4391630291938782
13.636333465576172,3.6927406787872314,0.3766447901725769,1778.6768798828125,0.17792107164859772,0.3600989878177643,0.42178580164909363
12.120589256286621,3.481463670730591,0.4459337592124939,1601.4288330078125,0.16019093990325928,0.3412168622016907,0.4002186059951782
12.776290893554688,3.5743937492370605,0.41595977544784546,1681.59814453125,0.16821028292179108,0.35087868571281433,0.41011396050453186
11.303204536437988,3.3620238304138184,0.48329871892929077,1528.424072265625,0.15288826823234558,0.32769739627838135,0.390989750623703
11.003435134887695,3.3171427249908447,0.4970020055770874,1504.814208984375,0.15052658319473267,0.3211856186389923,0.3879581391811371
10.492798805236816,3.2392590045928955,0.520344614982605,1457.03857421875,0.1457475870847702,0.31568703055381775,0.3817499279975891
9.714578628540039,3.116821765899658,0.5559192299842834,1365.7008056640625,0.13661105930805206,0.2925480604171753,0.3695908486843109
9.92111587524414,3.1497802734375,0.5464777946472168,1412.3084716796875,0.14127323031425476,0.3002554476261139,0.3758445084095001
9.663750648498535,3.1086573600769043,0.5582427382469177,1386.14599609375,0.13865619897842407,0.299345999956131,0.37234705686569214
9.331974983215332,3.05482816696167,0.5734091401100159,1359.364013671875,0.13597719371318817,0.2963603138923645,0.36873242259025574
8.868327140808105,2.977973699569702,0.5946037769317627,1309.4432373046875,0.1309836208820343,0.2866044044494629,0.3618984818458557
8.605737686157227,2.933553695678711,0.6066074967384338,1296.848388671875,0.12972375750541687,0.28820520639419556,0.36015382409095764
8.726826667785645,2.954120397567749,0.6010721921920776,1330.9202880859375,0.1331319659948349,0.29269954562187195,0.3648543059825897
7.927773952484131,2.8156301975250244,0.6375991106033325,1226.8480224609375,0.12272161990404129,0.27639880776405334,0.3502989411354065
8.319198608398438,2.8843021392822266,0.6197059750556946,1273.33642578125,0.12737184762954712,0.2809913158416748,0.3568740785121918
8.366263389587402,2.892449378967285,0.6175545454025269,1288.1397705078125,0.12885263562202454,0.2810443341732025,0.35894253849983215
8.58730697631836,2.930410623550415,0.607450008392334,1340.8048095703125,0.13412071764469147,0.29640626907348633,0.36620664596557617
8.688813209533691,2.947679281234741,0.6028099060058594,1364.5394287109375,0.13649488985538483,0.29906851053237915,0.3694336712360382
